11_0	['C=O', 'C=O', 'O']	['CO', 'C(O)=O']	Cannizarro 2, HCHO (oxidation)	-37.85
11_1	['C=O', 'C=O', 'O']	['CO', 'C(O)=O']	Cannizarro 2, HCHO (reduction)	-37.85
13_0	['N', 'C#CC#N']	['C(C(N)=C)#N']	Alkyne Addition, N, HH	192.82
15_0	['N', 'C#CC#N']	['C(C=CN)#N']	Alkyne Addition, N, HH	191.21
15_1	['N', 'C#CC#N']	['C(C=CN)#N']	Michael Addition 3,0, 	191.21
17_0	['C#N', 'C#CC#N']	['C(C(C#N)=C)#N']	Alkyne Addition, C	52.28
19_0	['C#N', 'C#CC#N']	['C(C=CC#N)#N']	Alkyne Addition, C	30.84
21_0	['N', 'C#N']	['C(N)=N']	Nitrile Amination	49.54
23_0	['N', 'C#CC#N']	['C#CC(N)=N']	Nitrile Amination	137.37
25_0	['C#N', 'C#N']	['C(C=N)#N']	HCN Addition to Nitriles	-272.91
27_0	['C=O', 'C#N']	['C(CO)#N']	Cyanohydrin Formation	55.53
29_0	['C=O', 'N', 'C#N']	['O', 'C(CN)#N']	Strecker Synthesis	-235.99
31_0	['C#N', 'O']	['C(N)=O']	Nitrile Hydrolysis	-5.49
33_0	['C#CC#N', 'O']	['C#CC(N)=O']	Nitrile Hydrolysis	409.8
35_0	['N', 'C#CC(N)=N']	['C=C(C(N)=N)N']	Alkyne Addition, N, HH	196.52
37_0	['N', 'C#CC(N)=N']	['C(N)=CC(N)=N']	Alkyne Addition, N, HH	-13.13
39_0	['N', 'C#CC(N)=O']	['C=C(C(N)=O)N']	Alkyne Addition, N, HH	-130.95
41_0	['N', 'C#CC(N)=O']	['C(N)=CC(N)=O']	Alkyne Addition, N, HH	193.12
41_1	['N', 'C#CC(N)=O']	['C(N)=CC(N)=O']	Michael Addition 1,0, 	193.12
43_0	['C(C(N)=C)#N', 'C#CC(N)=N']	['C(C(NC(C(N)=N)=C)=C)#N']	Alkyne Addition, N, HC	168.79
45_0	['C(C(N)=C)#N', 'C#CC(N)=N']	['C(C(NC=CC(N)=N)=C)#N']	Alkyne Addition, N, HC	-40.86
47_0	['C(C(N)=C)#N', 'C#CC(N)=O']	['C(C(NC(C(N)=O)=C)=C)#N']	Alkyne Addition, N, HC	-158.67
49_0	['C(C(N)=C)#N', 'C#CC(N)=O']	['C(C(NC=CC(N)=O)=C)#N']	Alkyne Addition, N, HC	52.58
49_1	['C(C(N)=C)#N', 'C#CC(N)=O']	['C(C(NC=CC(N)=O)=C)#N']	Michael Addition 1,0, 	52.58
51_0	['C(C=CN)#N', 'C#CC(N)=N']	['C(C=CNC(C(N)=N)=C)#N']	Alkyne Addition, N, HC	168.79
53_0	['C(C=CN)#N', 'C#CC(N)=N']	['C(C=CNC=CC(N)=N)#N']	Alkyne Addition, N, HC	-40.86
55_0	['C(C=CN)#N', 'C#CC(N)=O']	['C(C=CNC(C(N)=O)=C)#N']	Alkyne Addition, N, HC	-158.67
57_0	['C(C=CN)#N', 'C#CC(N)=O']	['C(C=CNC=CC(N)=O)#N']	Alkyne Addition, N, HC	14.98
57_1	['C(C=CN)#N', 'C#CC(N)=O']	['C(C=CNC=CC(N)=O)#N']	Michael Addition 1,0, 	14.98
59_0	['C(N)=N', 'C#CC(N)=N']	['C(NC(C(N)=N)=C)=N']	Alkyne Addition, N, HC	-151.96
61_0	['C(N)=N', 'C#CC(N)=N']	['C(NC=CC(N)=N)=N']	Alkyne Addition, N, HC	-330.77
63_0	['C(N)=N', 'C#CC(N)=O']	['C(NC(C(N)=O)=C)=N']	Alkyne Addition, N, HC	-448.58
65_0	['C(N)=N', 'C#CC(N)=O']	['C(NC=CC(N)=O)=N']	Alkyne Addition, N, HC	54.19
65_1	['C(N)=N', 'C#CC(N)=O']	['C(NC=CC(N)=O)=N']	Michael Addition 1,0, 	54.19
67_0	['C#CC(N)=N', 'C#CC(N)=N']	['C#CC(NC(C(N)=N)=C)=N']	Alkyne Addition, N, HC	-155.98
69_0	['C#CC(N)=N', 'C#CC(N)=N']	['C#CC(NC=CC(N)=N)=N']	Alkyne Addition, N, HC	139.87
71_0	['C#CC(N)=N', 'C(CN)#N']	['C(CNC(C(N)=N)=C)#N']	Alkyne Addition, N, HC	304.1
73_0	['C#CC(N)=N', 'C(CN)#N']	['C(CNC=CC(N)=N)#N']	Alkyne Addition, N, HC	130.28
75_0	['C#CC(N)=N', 'C#CC(N)=O']	['C#CC(NC(C(N)=O)=C)=N']	Alkyne Addition, N, HC	-452.6
77_0	['C#CC(N)=N', 'C#CC(N)=O']	['C#CC(NC=CC(N)=O)=N']	Alkyne Addition, N, HC	-187.6
77_1	['C#CC(N)=N', 'C#CC(N)=O']	['C#CC(NC=CC(N)=O)=N']	Michael Addition 1,0, 	-187.6
79_0	['C(CN)#N', 'C#CC(N)=O']	['C(CNC(C(N)=O)=C)#N']	Alkyne Addition, N, HC	-23.37
81_0	['C(CN)#N', 'C#CC(N)=O']	['C(CNC=CC(N)=O)#N']	Alkyne Addition, N, HC	214.71
81_1	['C(CN)#N', 'C#CC(N)=O']	['C(CNC=CC(N)=O)#N']	Michael Addition 1,0, 	214.71
83_0	['C#CC#N', 'C(C(N)=C)#N']	['C(C(NC(C#N)=C)=C)#N']	Alkyne Addition, N, HC	163.48
85_0	['C#CC#N', 'C(C(N)=C)#N']	['C(C=CNC(C#N)=C)#N']	Alkyne Addition, N, HC	161.88
85_1	['C#CC#N', 'C(C(N)=C)#N']	['C(C=CNC(C#N)=C)#N']	Michael Addition 3,0, 	161.88
86_0	['C#CC#N', 'C(C=CN)#N']	['C(C=CNC(C#N)=C)#N']	Alkyne Addition, N, HC	163.48
88_0	['C#CC#N', 'C(C=CN)#N']	['C(C=CNC=CC#N)#N']	Alkyne Addition, N, HC	-173.35
88_1	['C#CC#N', 'C(C=CN)#N']	['C(C=CNC=CC#N)#N']	Michael Addition 3,0, 	-173.35
90_0	['C#CC#N', 'C(N)=N']	['C(C(NC=N)=C)#N']	Alkyne Addition, N, HC	-126.42
92_0	['C#CC#N', 'C(N)=N']	['C(C=CNC=N)#N']	Alkyne Addition, N, HC	-134.14
92_1	['C#CC#N', 'C(N)=N']	['C(C=CNC=N)#N']	Michael Addition 3,0, 	-134.14
94_0	['C#CC#N', 'C#CC(N)=N']	['C(C(NC(C#C)=N)=C)#N']	Alkyne Addition, N, HC	-130.44
96_0	['C#CC#N', 'C#CC(N)=N']	['C(C=CNC(C#C)=N)#N']	Alkyne Addition, N, HC	134.56
96_1	['C#CC#N', 'C#CC(N)=N']	['C(C=CNC(C#C)=N)#N']	Michael Addition 3,0, 	134.56
98_0	['C#CC#N', 'C(CN)#N']	['C(C(NCC#N)=C)#N']	Alkyne Addition, N, HC	298.79
100_0	['C#CC#N', 'C(CN)#N']	['C(C=CNCC#N)#N']	Alkyne Addition, N, HC	318.16
100_1	['C#CC#N', 'C(CN)#N']	['C(C=CNCC#N)#N']	Michael Addition 3,0, 	318.16
102_0	['C#N', 'C#CC(N)=N']	['C(C(C(N)=N)=C)#N']	Alkyne Addition, C	57.59
104_0	['C#N', 'C#CC(N)=N']	['C(C=CC(N)=N)#N']	Alkyne Addition, C	-152.06
106_0	['C#N', 'C#CC(N)=O']	['C(C(C(N)=O)=C)#N']	Alkyne Addition, C	-269.88
108_0	['C#N', 'C#CC(N)=O']	['C(C=CC(N)=O)#N']	Alkyne Addition, C	-504.77
110_0	['C=O', 'C(CO)#N']	['C(C(CO)O)#N']	Knoevenagel H	-22.87
112_0	['C=O', 'C(CN)#N']	['C(C(CO)N)#N']	Knoevenagel H	251.89
113_0	['C(C(N)=C)#N']	['N', 'C#CC#N']	Alkyne Addition, N, HH, inverse	-192.82
114_0	['C(C=CN)#N']	['N', 'C#CC#N']	Alkyne Addition, N, HH, inverse	-191.21
116_0	['C(C(N)=C)#N']	['C#N', 'C#CN']	Alkyne Addition, C, inverse	-88.03
117_0	['C(C=CN)#N']	['C#N', 'C#CN']	Alkyne Addition, C, inverse	-86.42
118_0	['C(C(C#N)=C)#N']	['C#N', 'C#CC#N']	Alkyne Addition, C, inverse	-52.28
119_0	['C(C=CC#N)#N']	['C#N', 'C#CC#N']	Alkyne Addition, C, inverse	-30.84
121_0	['C(C(N)=C)#N', 'C(C(N)=C)#N']	['C(C(NC(C(N)=C)=N)=C)#N']	Nitrile Amination	-185.89
123_0	['C(C(N)=C)#N', 'C(C=CN)#N']	['C(C=CNC(C(N)=C)=N)#N']	Nitrile Amination	-184.29
125_0	['C(C(N)=C)#N', 'C(C=CN)#N']	['C(C(NC(C=CN)=N)=C)#N']	Nitrile Amination	-184.61
127_0	['C(C(N)=C)#N', 'C(C(C#N)=C)#N']	['C(C(C(NC(C#N)=C)=N)=C)#N']	Nitrile Amination	-184.29
129_0	['C(C(N)=C)#N', 'C(C=CC#N)#N']	['C(C=CC(NC(C#N)=C)=N)#N']	Nitrile Amination	118.08
131_0	['C(C(N)=C)#N', 'C(N)=N']	['C(NC(C(N)=C)=N)=N']	Nitrile Amination	118.08
133_0	['C(C(N)=C)#N', 'C#CC(N)=N']	['C#CC(NC(C(N)=C)=N)=N']	Nitrile Amination	-168.45
135_0	['C(C(N)=C)#N', 'C(C=N)#N']	['C(C(NC(C=N)=N)=C)#N']	Nitrile Amination	-184.29
137_0	['C(C(N)=C)#N', 'C(CO)#N']	['C(C(NC(CO)=N)=C)#N']	Nitrile Amination	-184.29
139_0	['C(C(N)=C)#N', 'C(CN)#N']	['C(CNC(C(N)=C)=N)#N']	Nitrile Amination	-60.72
141_0	['C(C(N)=C)#N', 'C(CN)#N']	['C(C(NC(CN)=N)=C)#N']	Nitrile Amination	118.08
143_0	['C(C(N)=C)#N', 'C(N)=O']	['C(NC(C(N)=C)=N)=O']	Nitrile Amination	102.97
145_0	['C(C(N)=C)#N', 'C#CC(N)=O']	['C#CC(NC(C(N)=C)=N)=O']	Nitrile Amination	-248.26
147_0	['C(C=CN)#N', 'C(C=CN)#N']	['C(C=CNC(C=CN)=N)#N']	Nitrile Amination	-184.61
149_0	['C(C=CN)#N', 'C(C(C#N)=C)#N']	['C(C(C(NC=CC#N)=N)=C)#N']	Nitrile Amination	-184.29
151_0	['C(C=CN)#N', 'C(C=CC#N)#N']	['C(C=CC(NC=CC#N)=N)#N']	Nitrile Amination	118.08
153_0	['C(C=CN)#N', 'C(N)=N']	['C(NC(C=CN)=N)=N']	Nitrile Amination	118.08
155_0	['C(C=CN)#N', 'C#CC(N)=N']	['C#CC(NC(C=CN)=N)=N']	Nitrile Amination	-184.29
157_0	['C(C=CN)#N', 'C(C=N)#N']	['C(C=CNC(C=N)=N)#N']	Nitrile Amination	-184.29
159_0	['C(C=CN)#N', 'C(CO)#N']	['C(C=CNC(CO)=N)#N']	Nitrile Amination	-184.29
161_0	['C(C=CN)#N', 'C(CN)#N']	['C(CNC(C=CN)=N)#N']	Nitrile Amination	-48.98
163_0	['C(C=CN)#N', 'C(CN)#N']	['C(C=CNC(CN)=N)#N']	Nitrile Amination	118.08
165_0	['C(C=CN)#N', 'C(N)=O']	['C(NC(C=CN)=N)=O']	Nitrile Amination	102.97
167_0	['C(C=CN)#N', 'C#CC(N)=O']	['C#CC(NC(C=CN)=N)=O']	Nitrile Amination	0.35
169_0	['C(C(C#N)=C)#N', 'C(N)=N']	['C(C(C(NC=N)=N)=C)#N']	Nitrile Amination	122.82
171_0	['C(C(C#N)=C)#N', 'C#CC(N)=N']	['C(C(C(NC(C#C)=N)=N)=C)#N']	Nitrile Amination	-197.37
173_0	['C(C(C#N)=C)#N', 'C(CN)#N']	['C(C(C(NCC#N)=N)=C)#N']	Nitrile Amination	119.69
175_0	['C(C(C#N)=C)#N', 'C(N)=O']	['C(C(C(NC=O)=N)=C)#N']	Nitrile Amination	104.58
177_0	['C(C(C#N)=C)#N', 'C#CC(N)=O']	['C(C(C(NC(C#C)=O)=N)=C)#N']	Nitrile Amination	16.51
179_0	['C(C=CC#N)#N', 'C(N)=N']	['C(C=CC(NC=N)=N)#N']	Nitrile Amination	139.52
181_0	['C(C=CC#N)#N', 'C#CC(N)=N']	['C(C=CC(NC(C#C)=N)=N)#N']	Nitrile Amination	-193.37
183_0	['C(C=CC#N)#N', 'C(CN)#N']	['C(C=CC(NCC#N)=N)#N']	Nitrile Amination	139.52
185_0	['C(C=CC#N)#N', 'C(N)=O']	['C(C=CC(NC=O)=N)#N']	Nitrile Amination	124.41
187_0	['C(C=CC#N)#N', 'C#CC(N)=O']	['C(C=CC(NC(C#C)=O)=N)#N']	Nitrile Amination	1.87
189_0	['C(N)=N', 'C(C=N)#N']	['C(NC(C=N)=N)=N']	Nitrile Amination	127.41
191_0	['C(N)=N', 'C(CO)#N']	['C(NC(CO)=N)=N']	Nitrile Amination	127.41
193_0	['C(N)=N', 'C(CN)#N']	['C(NC(CN)=N)=N']	Nitrile Amination	283.91
195_0	['C#CC(N)=N', 'C(C=N)#N']	['C#CC(NC(C=N)=N)=N']	Nitrile Amination	123.39
197_0	['C#CC(N)=N', 'C(CO)#N']	['C#CC(NC(CO)=N)=N']	Nitrile Amination	123.39
199_0	['C#CC(N)=N', 'C(CN)#N']	['C#CC(NC(CN)=N)=N']	Nitrile Amination	13.55
201_0	['C(C=N)#N', 'C(CN)#N']	['C(CNC(C=N)=N)#N']	Nitrile Amination	314.07
203_0	['C(C=N)#N', 'C(N)=O']	['C(NC(C=N)=N)=O']	Nitrile Amination	298.96
205_0	['C(C=N)#N', 'C#CC(N)=O']	['C#CC(NC(C=N)=N)=O']	Nitrile Amination	-331.02
207_0	['C(CO)#N', 'C(CN)#N']	['C(CNC(CO)=N)#N']	Nitrile Amination	-47.38
209_0	['C(CO)#N', 'C(N)=O']	['C(NC(CO)=N)=O']	Nitrile Amination	-62.48
211_0	['C(CO)#N', 'C#CC(N)=O']	['C#CC(NC(CO)=N)=O']	Nitrile Amination	-342.76
213_0	['C(CN)#N', 'C(CN)#N']	['C(CNC(CN)=N)#N']	Nitrile Amination	225.81
215_0	['C(CN)#N', 'C(N)=O']	['C(NC(CN)=N)=O']	Nitrile Amination	210.7
217_0	['C(CN)#N', 'C#CC(N)=O']	['C#CC(NC(CN)=N)=O']	Nitrile Amination	108.82
218_0	['N', 'C(C(N)=C)#N']	['C=C(C(N)=N)N']	Nitrile Amination	141.07
219_0	['N', 'C(C=CN)#N']	['C(N)=CC(N)=N']	Nitrile Amination	-66.97
220_0	['N', 'C(C(C#N)=C)#N']	['C(C(C(N)=N)=C)#N']	Nitrile Amination	142.68
221_0	['N', 'C(C=CC#N)#N']	['C(C=CC(N)=N)#N']	Nitrile Amination	-45.54
223_0	['N', 'C(C=N)#N']	['C(C(N)=N)=N']	Nitrile Amination	142.68
225_0	['N', 'C(CO)#N']	['C(CO)(N)=N']	Nitrile Amination	142.68
227_0	['N', 'C(CN)#N']	['C(CN)(N)=N']	Nitrile Amination	326.58
228_0	['C#CC#N', 'C(C(N)=C)#N']	['C(C(NC(C#C)=N)=C)#N']	Nitrile Amination	-185.89
229_0	['C#CC#N', 'C(C=CN)#N']	['C(C=CNC(C#C)=N)#N']	Nitrile Amination	80.72
231_0	['C#CC#N', 'C(N)=N']	['C#CC(NC=N)=N']	Nitrile Amination	118.08
233_0	['C#CC#N', 'C#CC(N)=N']	['C#CC(NC(C#C)=N)=N']	Nitrile Amination	-214.81
235_0	['C#CC#N', 'C(CN)#N']	['C(CNC(C#C)=N)#N']	Nitrile Amination	118.08
237_0	['C#CC#N', 'C(N)=O']	['C#CC(NC=O)=N']	Nitrile Amination	102.97
239_0	['C#CC#N', 'C#CC(N)=O']	['C#CC(NC(C#C)=N)=O']	Nitrile Amination	25.84
240_0	['C#N', 'C(C(N)=C)#N']	['C(C(NC=N)=C)#N']	Nitrile Amination	-269.7
241_0	['C#N', 'C(C=CN)#N']	['C(C=CNC=N)#N']	Nitrile Amination	-275.81
243_0	['C#N', 'C(N)=N']	['C(NC=N)=N']	Nitrile Amination	-303.93
244_0	['C#N', 'C#CC(N)=N']	['C#CC(NC=N)=N']	Nitrile Amination	30.26
246_0	['C#N', 'C(CN)#N']	['C(CNC=N)#N']	Nitrile Amination	34.28
248_0	['C#N', 'C(N)=O']	['C(NC=N)=O']	Nitrile Amination	19.17
250_0	['C#N', 'C#CC(N)=O']	['C#CC(NC=N)=O']	Nitrile Amination	-192.05
252_0	['C#N', 'C(C=N)#N']	['C(C(C#N)N)#N']	CN addition to iminonitriles	-217.38
253_0	['O', 'C(N)=O']	['N', 'C(O)=O']	Amide Hydrolysis	12.42
255_0	['O', 'C#CC(N)=O']	['N', 'C#CC(O)=O']	Amide Hydrolysis	13.5
257_0	['C#N', 'C(C(N)=C)#N']	['C(C(C#N)(C)N)#N']	Alkene Addition, CN	-124.14
259_0	['C#N', 'C(C(N)=C)#N']	['C(CC(C#N)N)#N']	Alkene Addition, CN	-124.14
261_0	['C#N', 'C(C=CN)#N']	['C(C(C#N)CN)#N']	Alkene Addition, CN	-137.36
262_0	['C#N', 'C(C=CN)#N']	['C(CC(C#N)N)#N']	Alkene Addition, CN	-122.53
264_0	['C#N', 'C(C(C#N)=C)#N']	['C(C(C#N)(C#N)C)#N']	Alkene Addition, CN	-122.53
266_0	['C#N', 'C(C(C#N)=C)#N']	['C(C(C#N)CC#N)#N']	Alkene Addition, CN	-286.75
267_0	['C#N', 'C(C=CC#N)#N']	['C(C(C#N)CC#N)#N']	Alkene Addition, CN	-265.31
268_0	['O', 'C(C(N)=C)#N']	['C(C(CO)N)#N']	Deydration of Amines (inverse)	145.0
268_1	['O', 'C(C(N)=C)#N']	['C(C(CO)N)#N']	Hydration of C=C(O)	145.0
270_0	['O', 'C(C=CN)#N']	['C(C(CN)O)#N']	Deydration of Amines (inverse)	-19.09
270_1	['O', 'C(C=CN)#N']	['C(C(CN)O)#N']	Hydration of C=C(O)	-19.09
272_0	['O', 'C(C(C#N)=C)#N']	['C(C(C#N)(C)O)#N']	Hydration of C=C(O)	7.16
274_0	['O', 'C(C(C#N)=C)#N']	['C(C(C#N)CO)#N']	Hydration of C=C(O)	0.43
276_0	['O', 'C(C=CC#N)#N']	['C(CC(C#N)O)#N']	Hydration of C=C(O)	66.91
278_0	['O', 'C(C(N)=C)#N']	['N', 'C(C(C)=O)#N']	Enamine Hydration and Elimination	-49.43
280_0	['O', 'C(C=CN)#N']	['N', 'C(CC=O)#N']	Enamine Hydration and Elimination	201.9
282_0	['C(C(N)=C)#N', 'C(C(N)=C)#N']	['C(C(CNC(C#N)=C)N)#N']	Deamination of Vicinal Diamine, (inverse)	-14.54
282_1	['C(C(N)=C)#N', 'C(C(N)=C)#N']	['C(C(CNC(C#N)=C)N)#N']	Michael Addition 2,0, 	-14.54
284_0	['C(C(N)=C)#N', 'C(C=CN)#N']	['C(C(CNC=CC#N)N)#N']	Deamination of Vicinal Diamine, (inverse)	-38.9
284_1	['C(C(N)=C)#N', 'C(C=CN)#N']	['C(C(CNC=CC#N)N)#N']	Michael Addition 2,0, 	-38.9
286_0	['C(C(N)=C)#N', 'C(C=CN)#N']	['C(C(CN)NC(C#N)=C)#N']	Deamination of Vicinal Diamine, (inverse)	-97.31
288_0	['C(C(N)=C)#N', 'C(CN)#N']	['C(C(CNCC#N)N)#N']	Deamination of Vicinal Diamine, (inverse)	179.16
288_1	['C(C(N)=C)#N', 'C(CN)#N']	['C(C(CNCC#N)N)#N']	Michael Addition 2,0, 	179.16
290_0	['C(C=CN)#N', 'C(C=CN)#N']	['C(C(CN)NC=CC#N)#N']	Deamination of Vicinal Diamine, (inverse)	-123.27
292_0	['C(C=CN)#N', 'C(CN)#N']	['C(C(CN)NCC#N)#N']	Deamination of Vicinal Diamine, (inverse)	71.18
294_0	['N', 'C(C(N)=C)#N']	['C(C(CN)N)#N']	Deamination of Vicinal Diamine, (inverse)	111.16
294_1	['N', 'C(C(N)=C)#N']	['C(C(CN)N)#N']	Michael Addition 2,0, 	111.16
295_0	['N', 'C(C=CN)#N']	['C(C(CN)N)#N']	Deamination of Vicinal Diamine, (inverse)	112.76
297_0	['C(C(N)=C)#N', 'C(C(C#N)=C)#N']	['C(C(C#N)(C)NC(C#N)=C)#N']	Deamination 3 (inverse)	-11.33
299_0	['C(C(N)=C)#N', 'C(C(C#N)=C)#N']	['C(C(C#N)CNC(C#N)=C)#N']	Deamination 3 (inverse)	-10.0
299_1	['C(C(N)=C)#N', 'C(C(C#N)=C)#N']	['C(C(C#N)CNC(C#N)=C)#N']	Michael Addition 2,0, 	-10.0
301_0	['C(C(N)=C)#N', 'C(C=CC#N)#N']	['C(C(NC(C#N)CC#N)=C)#N']	Deamination 3 (inverse)	8.5
301_1	['C(C(N)=C)#N', 'C(C=CC#N)#N']	['C(C(NC(C#N)CC#N)=C)#N']	Michael Addition 2,0, 	8.5
